Type,Date1,Date2,Company,Bus1,Bus2,Sales,Profit,VariableCost,FixedCost
ACT,202504,202504,ADJ_MA2,内視鏡,本体・プロセッサー,98010000,69058000,-26084000,-2868000
ACT,202504,202504,ADJ_MA2,IVD,化学分析装置,18160000,-636000,-3528000,-15268000
ACT,202504,202504,ADJ_MA2,IVD,ドライケム,5800000,-17992000,-13080000,-10712000
ACT,202504,202504,ADJ_MA2,IVD,IMMUNO,45340000,26764000,-7480000,-11096000
ACT,202504,202504,HCUS,X線,CT,70030000,43192000,-17268000,-9570000
ACT,202504,202504,HCUS,X線,MR,84050000,35330000,-39668000,-9052000
ACT,202504,202504,HCUS,X線,XR,47240000,18232000,-13044000,-15964000
ACT,202504,202504,HCUS,内視鏡,スコープ,58880000,31750000,-18540000,-8590000
ACT,202504,202504,HCUS,内視鏡,処置具,37590000,-5512000,-34812000,-8290000
ACT,202504,202504,HCUS,内視鏡,本体・プロセッサー,16510000,-20824000,-22464000,-14870000
ACT,202504,202504,HCUS,IVD,化学分析装置,6270000,1824000,-560000,-3886000
ACT,202504,202504,HCUS,IVD,ドライケム,71440000,45596000,-22828000,-3016000
ACT,202504,202504,HCUS,IVD,IMMUNO,48330000,22848000,-15332000,-10150000
ACT,202504,202504,HCTR,X線,CT,13570000,-19480000,-19076000,-13974000
ACT,202504,202504,HCTR,X線,MR,38060000,-444000,-25332000,-13172000
ACT,202504,202504,HCTR,X線,XR,52150000,26758000,-16816000,-8576000
ACT,202504,202504,HCTR,内視鏡,スコープ,77580000,54818000,-12232000,-10530000
ACT,202504,202504,HCTR,内視鏡,処置具,47170000,13540000,-31332000,-2298000
ACT,202504,202504,HCTR,内視鏡,本体・プロセッサー,20510000,-12232000,-21764000,-10978000
ACT,202504,202504,HCTR,IVD,化学分析装置,41970000,-4822000,-38408000,-8384000
ACT,202504,202504,HCTR,IVD,ドライケム,42040000,15088000,-17684000,-9268000
ACT,202504,202504,HCTR,IVD,IMMUNO,69800000,22414000,-36144000,-11242000
ACT,202504,202504,HCGC,X線,CT,26700000,-348000,-17688000,-9360000
ACT,202504,202504,HCGC,X線,MR,94510000,74758000,-9692000,-10060000
ACT,202504,202504,HCGC,X線,XR,39320000,18946000,-6128000,-14246000
ACT,202504,202504,HCGC,内視鏡,スコープ,33360000,-3226000,-24348000,-12238000
ACT,202504,202504,HCGC,内視鏡,処置具,4840000,-16046000,-16584000,-4302000
ACT,202504,202504,HCGC,内視鏡,本体・プロセッサー,4750000,-16226000,-6340000,-14636000
ACT,202504,202504,HCGC,IVD,化学分析装置,74810000,35918000,-22988000,-15904000
ACT,202504,202504,HCGC,IVD,ドライケム,82510000,66050000,-3364000,-13096000
ACT,202504,202504,HCGC,IVD,IMMUNO,50200000,20510000,-24116000,-5574000
ACT,202504,202504,HCME,X線,CT,66290000,37700000,-25836000,-2754000
ACT,202504,202504,HCME,X線,MR,66930000,45698000,-11624000,-9608000
ACT,202504,202504,HCME,X線,XR,80470000,65618000,-10184000,-4668000
ACT,202504,202504,HCME,内視鏡,スコープ,12950000,-36632000,-37388000,-12194000
ACT,202504,202504,HCME,内視鏡,処置具,77880000,40776000,-25180000,-11924000
ACT,202504,202504,HCME,内視鏡,本体・プロセッサー,57470000,33176000,-18696000,-5598000
ACT,202504,202504,HCME,IVD,化学分析装置,4400000,-24764000,-13920000,-15244000
ACT,202504,202504,HCME,IVD,ドライケム,80570000,71764000,-3068000,-5738000
ACT,202504,202504,HCME,IVD,IMMUNO,46410000,7064000,-32336000,-7010000
ACT,202505,202505,FTAI,X線,CT,50240000,20992000,-16336000,-12912000
ACT,202505,202505,FTAI,X線,MR,38110000,2674000,-18652000,-16784000
ACT,202505,202505,FTAI,X線,XR,53600000,12130000,-36712000,-4758000
ACT,202505,202505,FTAI,内視鏡,スコープ,47940000,38754000,-7840000,-1346000
ACT,202505,202505,FTAI,内視鏡,処置具,20630000,-5242000,-17244000,-8628000
ACT,202505,202505,FTAI,内視鏡,本体・プロセッサー,66140000,32080000,-23300000,-10760000
ACT,202505,202505,FTAI,IVD,化学分析装置,14150000,-11874000,-14812000,-11212000
ACT,202505,202505,FTAI,IVD,ドライケム,5790000,-43058000,-38440000,-10408000
ACT,202505,202505,FTAI,IVD,IMMUNO,18120000,-3426000,-12620000,-8926000
ACT,202505,202505,FFIN,X線,CT,60950000,29634000,-18520000,-12796000
ACT,202505,202505,FFIN,X線,MR,74200000,31974000,-38748000,-3478000
ACT,202505,202505,FFIN,X線,XR,52600000,18028000,-26028000,-8544000
ACT,202505,202505,FFIN,内視鏡,スコープ,44060000,12220000,-26712000,-5128000
ACT,202505,202505,FFIN,内視鏡,処置具,9360000,-13532000,-21836000,-1056000
ACT,202505,202505,FFIN,内視鏡,本体・プロセッサー,73590000,66428000,-136000,-7026000
ACT,202505,202505,FFIN,IVD,化学分析装置,68200000,55928000,-5756000,-6516000
ACT,202505,202505,FFIN,IVD,ドライケム,33860000,-8152000,-33132000,-8880000
ACT,202505,202505,FFIN,IVD,IMMUNO,46080000,1526000,-33260000,-11294000
ACT,202505,202505,FFVN,X線,CT,3360000,-11966000,-6160000,-9166000
ACT,202505,202505,FFVN,X線,MR,22460000,-30224000,-33128000,-19556000
ACT,202505,202505,FFVN,X線,XR,79860000,67582000,-4032000,-8246000
ACT,202505,202505,FFVN,内視鏡,スコープ,59870000,22716000,-22492000,-14662000
ACT,202505,202505,FFVN,内視鏡,処置具,29780000,-16976000,-32980000,-13776000
ACT,202505,202505,FFVN,内視鏡,本体・プロセッサー,26420000,4488000,-12108000,-9824000
ACT,202505,202505,FFVN,IVD,化学分析装置,47510000,10846000,-23768000,-12896000
ACT,202505,202505,FFVN,IVD,ドライケム,93760000,69648000,-17736000,-6376000
ACT,202505,202505,FFVN,IVD,IMMUNO,50220000,12396000,-19036000,-18788000
ACT,202505,202505,FFID,X線,CT,15690000,-4678000,-3772000,-16596000
ACT,202505,202505,FFID,X線,MR,65860000,54122000,-9144000,-2594000
ACT,202505,202505,FFID,X線,XR,85670000,65674000,-15692000,-4304000
ACT,202505,202505,FFID,内視鏡,スコープ,47790000,-5408000,-33536000,-19662000
ACT,202505,202505,FFID,内視鏡,処置具,67050000,42998000,-17004000,-7048000
ACT,202505,202505,FFID,内視鏡,本体・プロセッサー,83190000,43196000,-31288000,-8706000
ACT,202505,202505,FFID,IVD,化学分析装置,73330000,43066000,-30060000,-204000
ACT,202505,202505,FFID,IVD,ドライケム,27730000,-5424000,-24728000,-8426000
ACT,202505,202505,FFID,IVD,IMMUNO,13090000,-13644000,-26252000,-482000
ACT,202505,202505,HLAU,X線,CT,3670000,-12066000,-6852000,-8884000
ACT,202505,202505,HLAU,X線,MR,36930000,25490000,-10700000,-740000
ACT,202505,202505,HLAU,X線,XR,74380000,48580000,-17260000,-8540000
ACT,202505,202505,HLAU,内視鏡,スコープ,43770000,2928000,-31596000,-9246000
ACT,202505,202505,HLAU,内視鏡,処置具,59380000,4102000,-35940000,-19338000
ACT,202505,202505,HLAU,内視鏡,本体・プロセッサー,70050000,29356000,-35584000,-5110000
ACT,202505,202505,HLAU,IVD,化学分析装置,55340000,12366000,-28756000,-14218000
ACT,202505,202505,HLAU,IVD,ドライケム,9620000,-4560000,-1296000,-12884000
ACT,202505,202505,HLAU,IVD,IMMUNO,62150000,19930000,-25604000,-16616000
ACT,202505,202505,ADJ_ME1,X線,CT,16180000,15360000,-204000,-616000
ACT,202505,202505,ADJ_ME1,X線,MR,37280000,2186000,-26896000,-8198000
ACT,202505,202505,ADJ_ME1,X線,XR,92450000,55350000,-18328000,-18772000
ACT,202505,202505,ADJ_ME1,内視鏡,スコープ,70250000,47746000,-17040000,-5464000
ACT,202505,202505,ADJ_ME1,内視鏡,処置具,2570000,-41168000,-32840000,-10898000
ACT,202505,202505,ADJ_ME1,内視鏡,本体・プロセッサー,42790000,-13382000,-38948000,-17224000
ACT,202505,202505,ADJ_ME1,IVD,化学分析装置,36130000,-14208000,-37192000,-13146000
ACT,202505,202505,ADJ_ME1,IVD,ドライケム,86290000,38692000,-36428000,-11170000
ACT,202505,202505,ADJ_ME1,IVD,IMMUNO,20830000,-15778000,-28492000,-8116000
ACT,202505,202505,ADJ_ME2,X線,CT,45500000,33932000,-8940000,-2628000
ACT,202505,202505,ADJ_ME2,X線,MR,17530000,-37196000,-34948000,-19778000
ACT,202505,202505,ADJ_ME2,X線,XR,66540000,46500000,-16836000,-3204000
ACT,202505,202505,ADJ_ME2,内視鏡,スコープ,46430000,19454000,-22076000,-4900000
ACT,202505,202505,ADJ_ME2,内視鏡,処置具,69070000,30336000,-18988000,-19746000
ACT,202505,202505,ADJ_ME2,内視鏡,本体・プロセッサー,88590000,50244000,-19300000,-19046000
ACT,202505,202505,ADJ_ME2,IVD,化学分析装置,52010000,29072000,-13340000,-9598000
ACT,202505,202505,ADJ_ME2,IVD,ドライケム,65070000,39340000,-17784000,-7946000
ACT,202505,202505,ADJ_ME2,IVD,IMMUNO,7740000,-3228000,-6688000,-4280000
ACT,202505,202505,FF,X線,CT,22680000,-27466000,-35508000,-14638000
ACT,202505,202505,FF,X線,MR,50800000,22886000,-18632000,-9282000
ACT,202505,202505,FF,X線,XR,20330000,8864000,-7260000,-4206000
ACT,202505,202505,FF,内視鏡,スコープ,32610000,-6874000,-21328000,-18156000
ACT,202505,202505,FF,内視鏡,処置具,76490000,26840000,-35292000,-14358000
ACT,202505,202505,FF,内視鏡,本体・プロセッサー,5380000,3050000,-32000,-2298000
ACT,202505,202505,FF,IVD,化学分析装置,74170000,32092000,-23852000,-18226000
ACT,202505,202505,FF,IVD,ドライケム,93880000,74942000,-10660000,-8278000
ACT,202505,202505,FF,IVD,IMMUNO,40120000,17516000,-12364000,-10240000
ACT,202505,202505,HLUS,X線,CT,6170000,-11644000,-2904000,-14910000
ACT,202505,202505,HLUS,X線,MR,37810000,-7358000,-37144000,-8024000
ACT,202505,202505,HLUS,X線,XR,85040000,46540000,-32340000,-6160000
ACT,202505,202505,HLUS,内視鏡,スコープ,80210000,41460000,-29768000,-8982000
ACT,202505,202505,HLUS,内視鏡,処置具,88920000,61134000,-13908000,-13878000
ACT,202505,202505,HLUS,内視鏡,本体・プロセッサー,78160000,59318000,-6964000,-11878000
ACT,202505,202505,HLUS,IVD,化学分析装置,42030000,3162000,-31432000,-7436000
ACT,202505,202505,HLUS,IVD,ドライケム,21060000,-1086000,-3644000,-18502000
ACT,202505,202505,HLUS,IVD,IMMUNO,65480000,20554000,-35600000,-9326000
ACT,202505,202505,EHQ_ADJ3,X線,CT,63120000,25694000,-29088000,-8338000
ACT,202505,202505,EHQ_ADJ3,X線,MR,10990000,-11512000,-22272000,-230000
ACT,202505,202505,EHQ_ADJ3,X線,XR,41290000,19554000,-3564000,-18172000
ACT,202505,202505,EHQ_ADJ3,内視鏡,スコープ,13720000,-36484000,-36364000,-13840000
ACT,202505,202505,EHQ_ADJ3,内視鏡,処置具,30080000,-11194000,-26888000,-14386000
ACT,202505,202505,EHQ_ADJ3,内視鏡,本体・プロセッサー,30940000,-12002000,-26212000,-16730000
ACT,202505,202505,EHQ_ADJ3,IVD,化学分析装置,14210000,-30650000,-37724000,-7136000
ACT,202505,202505,EHQ_ADJ3,IVD,ドライケム,36680000,-9090000,-32196000,-13574000
ACT,202505,202505,EHQ_ADJ3,IVD,IMMUNO,50340000,1620000,-37568000,-11152000
ACT,202505,202505,[FFSH],X線,CT,5780000,-40572000,-36900000,-9452000
ACT,202505,202505,[FFSH],X線,MR,46310000,-274000,-33496000,-13088000
ACT,202505,202505,[FFSH],X線,XR,18190000,-34660000,-36792000,-16058000
ACT,202505,202505,[FFSH],内視鏡,スコープ,85190000,54830000,-25936000,-4424000
ACT,202505,202505,[FFSH],内視鏡,処置具,53300000,27292000,-7152000,-18856000
ACT,202505,202505,[FFSH],内視鏡,本体・プロセッサー,13740000,-23564000,-35984000,-1320000
ACT,202505,202505,[FFSH],IVD,化学分析装置,40720000,21770000,-1272000,-17678000
ACT,202505,202505,[FFSH],IVD,ドライケム,81490000,68496000,-2136000,-10858000
ACT,202505,202505,[FFSH],IVD,IMMUNO,88200000,40178000,-32692000,-15330000
ACT,202505,202505,FLON,X線,CT,87570000,59004000,-27500000,-1066000
ACT,202505,202505,FLON,X線,MR,46640000,26124000,-2904000,-17612000
ACT,202505,202505,FLON,X線,XR,37450000,4924000,-20288000,-12238000
ACT,202505,202505,FLON,内視鏡,スコープ,15190000,138000,-12916000,-2136000
ACT,202505,202505,FLON,内視鏡,処置具,75520000,49904000,-18820000,-6796000
ACT,202505,202505,FLON,内視鏡,本体・プロセッサー,44940000,14936000,-15156000,-14848000
ACT,202505,202505,FLON,IVD,化学分析装置,83950000,60608000,-21176000,-2166000
ACT,202505,202505,FLON,IVD,ドライケム,12140000,-34730000,-39732000,-7138000
ACT,202505,202505,FLON,IVD,IMMUNO,23500000,-1780000,-8828000,-16452000
ACT,202505,202505,FC,X線,CT,48680000,43472000,-4756000,-452000
ACT,202505,202505,FC,X線,MR,61790000,42064000,-11232000,-8494000
ACT,202505,202505,FC,X線,XR,35880000,-4954000,-28128000,-12706000
ACT,202505,202505,FC,内視鏡,スコープ,32640000,-8994000,-32900000,-8734000
ACT,202505,202505,FC,内視鏡,処置具,61840000,38146000,-14960000,-8734000
ACT,202505,202505,FC,内視鏡,本体・プロセッサー,28410000,-15806000,-25248000,-18968000
ACT,202505,202505,FC,IVD,化学分析装置,76810000,35742000,-39912000,-1156000
ACT,202505,202505,FC,IVD,ドライケム,70480000,40990000,-12648000,-16842000
ACT,202505,202505,FC,IVD,IMMUNO,3850000,-29842000,-16636000,-17056000
ACT,202505,202505,EHQ_ADJ2,X線,CT,78440000,27368000,-39396000,-11676000
ACT,202505,202505,EHQ_ADJ2,X線,MR,63540000,35528000,-27376000,-636000
ACT,202505,202505,EHQ_ADJ2,X線,XR,37340000,5302000,-29932000,-2106000
ACT,202505,202505,EHQ_ADJ2,内視鏡,スコープ,61630000,16798000,-31220000,-13612000
ACT,202505,202505,EHQ_ADJ2,内視鏡,処置具,64390000,26684000,-18096000,-19610000
ACT,202505,202505,EHQ_ADJ2,内視鏡,本体・プロセッサー,86080000,45362000,-27844000,-12874000
ACT,202505,202505,EHQ_ADJ2,IVD,化学分析装置,67260000,53032000,-9108000,-5120000
ACT,202505,202505,EHQ_ADJ2,IVD,ドライケム,13570000,-2632000,-9448000,-6754000
ACT,202505,202505,EHQ_ADJ2,IVD,IMMUNO,43220000,38146000,-4816000,-258000
ACT,202505,202505,EHQ_EJE,X線,CT,48680000,18090000,-14548000,-16042000
ACT,202505,202505,EHQ_EJE,X線,MR,83710000,70504000,-12756000,-450000
ACT,202505,202505,EHQ_EJE,X線,XR,50560000,12722000,-20216000,-17622000
ACT,202505,202505,EHQ_EJE,内視鏡,スコープ,5140000,-17836000,-17280000,-5696000
ACT,202505,202505,EHQ_EJE,内視鏡,処置具,45640000,10528000,-28508000,-6604000
ACT,202505,202505,EHQ_EJE,内視鏡,本体・プロセッサー,45800000,17032000,-18152000,-10616000
ACT,202505,202505,EHQ_EJE,IVD,化学分析装置,41330000,-11158000,-37864000,-14624000
ACT,202505,202505,EHQ_EJE,IVD,ドライケム,58870000,30700000,-18680000,-9490000
ACT,202505,202505,EHQ_EJE,IVD,IMMUNO,87370000,69180000,-5880000,-12310000
ACT,202505,202505,FFHM,X線,CT,78960000,41906000,-35860000,-1194000
ACT,202505,202505,FFHM,X線,MR,91880000,65086000,-8760000,-18034000
ACT,202505,202505,FFHM,X線,XR,34770000,7702000,-15260000,-11808000
ACT,202505,202505,FFHM,内視鏡,スコープ,62530000,41546000,-18652000,-2332000
ACT,202505,202505,FFHM,内視鏡,処置具,44840000,11208000,-32944000,-688000
ACT,202505,202505,FFHM,内視鏡,本体・プロセッサー,78160000,73182000,-2340000,-2638000
ACT,202505,202505,FFHM,IVD,化学分析装置,38630000,-11796000,-38736000,-11690000
ACT,202505,202505,FFHM,IVD,ドライケム,71360000,47252000,-23120000,-988000
ACT,202505,202505,FFHM,IVD,IMMUNO,63240000,18524000,-36216000,-8500000
ACT,202505,202505,FF_EJE,X線,CT,27120000,-924000,-18760000,-9284000
ACT,202505,202505,FF_EJE,X線,MR,11880000,-8106000,-11800000,-8186000
ACT,202505,202505,FF_EJE,X線,XR,10920000,-880000,-204000,-11596000
ACT,202505,202505,FF_EJE,内視鏡,スコープ,29060000,22602000,-6044000,-414000
ACT,202505,202505,FF_EJE,内視鏡,処置具,6590000,-31248000,-26240000,-11598000
ACT,202505,202505,FF_EJE,内視鏡,本体・プロセッサー,64000000,41060000,-13388000,-9552000
ACT,202505,202505,FF_EJE,IVD,化学分析装置,36340000,23298000,-2584000,-10458000
ACT,202505,202505,FF_EJE,IVD,ドライケム,52730000,34528000,-3792000,-14410000
ACT,202505,202505,FF_EJE,IVD,IMMUNO,78380000,35980000,-27892000,-14508000
ACT,202505,202505,HLNZ,X線,CT,70250000,28022000,-39656000,-2572000
ACT,202505,202505,HLNZ,X線,MR,19520000,-1422000,-9836000,-11106000
ACT,202505,202505,HLNZ,X線,XR,34920000,14672000,-9092000,-11156000
ACT,202505,202505,HLNZ,内視鏡,スコープ,9020000,-24332000,-26676000,-6676000
ACT,202505,202505,HLNZ,内視鏡,処置具,88830000,45216000,-35176000,-8438000
ACT,202505,202505,HLNZ,内視鏡,本体・プロセッサー,63160000,46312000,-10740000,-6108000
ACT,202505,202505,HLNZ,IVD,化学分析装置,30810000,100000,-19192000,-11518000
ACT,202505,202505,HLNZ,IVD,ドライケム,45780000,7222000,-19536000,-19022000
ACT,202505,202505,HLNZ,IVD,IMMUNO,10660000,-1782000,-4764000,-7678000
ACT,202505,202505,ADJ_IN1,X線,CT,60390000,29468000,-23724000,-7198000
ACT,202505,202505,ADJ_IN1,X線,MR,80480000,30994000,-36596000,-12890000
ACT,202505,202505,ADJ_IN1,X線,XR,38810000,10824000,-11196000,-16790000
ACT,202505,202505,ADJ_IN1,内視鏡,スコープ,29900000,9420000,-7380000,-13100000
ACT,202505,202505,ADJ_IN1,内視鏡,処置具,13220000,-32010000,-27516000,-17714000
ACT,202505,202505,ADJ_IN1,内視鏡,本体・プロセッサー,95730000,75068000,-4484000,-16178000
ACT,202505,202505,ADJ_IN1,IVD,化学分析装置,62210000,33862000,-11216000,-17132000
ACT,202505,202505,ADJ_IN1,IVD,ドライケム,67610000,20594000,-27892000,-19124000
ACT,202505,202505,ADJ_IN1,IVD,IMMUNO,45690000,10916000,-23436000,-11338000
ACT,202505,202505,FENL,X線,CT,55640000,43362000,-9992000,-2286000
ACT,202505,202505,FENL,X線,MR,30650000,8184000,-17804000,-4662000
ACT,202505,202505,FENL,X線,XR,37490000,8856000,-22056000,-6578000
ACT,202505,202505,FENL,内視鏡,スコープ,74270000,36766000,-23004000,-14500000
ACT,202505,202505,FENL,内視鏡,処置具,85940000,56344000,-19492000,-10104000
ACT,202505,202505,FENL,内視鏡,本体・プロセッサー,40570000,19144000,-18472000,-2954000
ACT,202505,202505,FENL,IVD,化学分析装置,39730000,3202000,-34488000,-2040000
ACT,202505,202505,FENL,IVD,ドライケム,20230000,-34792000,-38952000,-16070000
ACT,202505,202505,FENL,IVD,IMMUNO,16830000,-24774000,-23048000,-18556000
ACT,202505,202505,HCTW,X線,CT,61140000,24100000,-29792000,-7248000
ACT,202505,202505,HCTW,X線,MR,83430000,70526000,-12464000,-440000
ACT,202505,202505,HCTW,X線,XR,11510000,-29094000,-26396000,-14208000
ACT,202505,202505,HCTW,内視鏡,スコープ,85250000,49672000,-31536000,-4042000
ACT,202505,202505,HCTW,内視鏡,処置具,43130000,9304000,-27008000,-6818000
ACT,202505,202505,HCTW,内視鏡,本体・プロセッサー,69110000,53170000,-3620000,-12320000
ACT,202505,202505,HCTW,IVD,化学分析装置,93160000,62980000,-29192000,-988000
ACT,202505,202505,HCTW,IVD,ドライケム,33060000,16026000,-2776000,-14258000
ACT,202505,202505,HCTW,IVD,IMMUNO,320000,-39344000,-30904000,-8760000
ACT,202505,202505,FFAP,X線,CT,7250000,-12342000,-6660000,-12932000
ACT,202505,202505,FFAP,X線,MR,23870000,-12786000,-35236000,-1420000
ACT,202505,202505,FFAP,X線,XR,91010000,67688000,-4676000,-18646000
ACT,202505,202505,FFAP,内視鏡,スコープ,65260000,54072000,-3872000,-7316000
ACT,202505,202505,FFAP,内視鏡,処置具,67740000,38774000,-13924000,-15042000
ACT,202505,202505,FFAP,内視鏡,本体・プロセッサー,60950000,25418000,-35220000,-312000
ACT,202505,202505,FFAP,IVD,化学分析装置,64230000,18610000,-31840000,-13780000
ACT,202505,202505,FFAP,IVD,ドライケム,29330000,13598000,-1772000,-13960000
ACT,202505,202505,FFAP,IVD,IMMUNO,42250000,5502000,-21188000,-15560000
ACT,202505,202505,FFZA,X線,CT,67000000,24002000,-33864000,-9134000
ACT,202505,202505,FFZA,X線,MR,83750000,42730000,-37964000,-3056000
ACT,202505,202505,FFZA,X線,XR,94390000,72078000,-17416000,-4896000
ACT,202505,202505,FFZA,内視鏡,スコープ,2780000,-22200000,-14904000,-10076000
ACT,202505,202505,FFZA,内視鏡,処置具,72320000,40882000,-13828000,-17610000
ACT,202505,202505,FFZA,内視鏡,本体・プロセッサー,62080000,28034000,-22024000,-12022000
ACT,202505,202505,FFZA,IVD,化学分析装置,25530000,7070000,-11272000,-7188000
ACT,202505,202505,FFZA,IVD,ドライケム,7540000,-40752000,-37768000,-10524000
ACT,202505,202505,FFZA,IVD,IMMUNO,97530000,57262000,-37280000,-2988000
ACT,202505,202505,FIMM,X線,CT,94930000,76966000,-15872000,-2092000
ACT,202505,202505,FIMM,X線,MR,89410000,83864000,-3896000,-1650000
ACT,202505,202505,FIMM,X線,XR,14780000,394000,-9880000,-4506000
ACT,202505,202505,FIMM,内視鏡,スコープ,68840000,25068000,-32392000,-11380000
ACT,202505,202505,FIMM,内視鏡,処置具,58410000,53664000,-3292000,-1454000
ACT,202505,202505,FIMM,内視鏡,本体・プロセッサー,63030000,32564000,-14196000,-16270000
ACT,202505,202505,FIMM,IVD,化学分析装置,1680000,-16448000,-8404000,-9724000
ACT,202505,202505,FIMM,IVD,ドライケム,92240000,60946000,-27280000,-4014000
ACT,202505,202505,FIMM,IVD,IMMUNO,56150000,39806000,-288000,-16056000
ACT,202505,202505,FFFR,X線,CT,8080000,-14616000,-22208000,-488000
ACT,202505,202505,FFFR,X線,MR,70780000,20460000,-33944000,-16376000
ACT,202505,202505,FFFR,X線,XR,96300000,76250000,-7236000,-12814000
ACT,202505,202505,FFFR,内視鏡,スコープ,25330000,-21446000,-39624000,-7152000
ACT,202505,202505,FFFR,内視鏡,処置具,26310000,-11608000,-18972000,-18946000
ACT,202505,202505,FFFR,内視鏡,本体・プロセッサー,58100000,36876000,-8908000,-12316000
ACT,202505,202505,FFFR,IVD,化学分析装置,52020000,4596000,-34776000,-12648000
ACT,202505,202505,FFFR,IVD,ドライケム,69720000,13444000,-38288000,-17988000
ACT,202505,202505,FFFR,IVD,IMMUNO,19450000,8066000,-1620000,-9764000
ACT,202505,202505,HCIT,X線,CT,27000000,13064000,-13412000,-524000
ACT,202505,202505,HCIT,X線,MR,41280000,530000,-39628000,-1122000
ACT,202505,202505,HCIT,X線,XR,45500000,23526000,-16488000,-5486000
ACT,202505,202505,HCIT,内視鏡,スコープ,8900000,-30040000,-23552000,-15388000
ACT,202505,202505,HCIT,内視鏡,処置具,36190000,-11102000,-38388000,-8904000
ACT,202505,202505,HCIT,内視鏡,本体・プロセッサー,68810000,48752000,-13284000,-6774000
ACT,202505,202505,HCIT,IVD,化学分析装置,56520000,14166000,-28900000,-13454000
ACT,202505,202505,HCIT,IVD,ドライケム,11600000,-36710000,-32148000,-16162000
ACT,202505,202505,HCIT,IVD,IMMUNO,30340000,-9638000,-32808000,-7170000
ACT,202505,202505,FFHU,X線,CT,62300000,35194000,-20160000,-6946000
ACT,202505,202505,FFHU,X線,MR,80760000,51744000,-15568000,-13448000
ACT,202505,202505,FFHU,X線,XR,29570000,7674000,-8052000,-13844000
ACT,202505,202505,FFHU,内視鏡,スコープ,74560000,29986000,-37036000,-7538000
ACT,202505,202505,FFHU,内視鏡,処置具,40870000,7642000,-17432000,-15796000
ACT,202505,202505,FFHU,内視鏡,本体・プロセッサー,61340000,43220000,-6412000,-11708000
ACT,202505,202505,FFHU,IVD,化学分析装置,15280000,-17814000,-31228000,-1866000
ACT,202505,202505,FFHU,IVD,ドライケム,39260000,-690000,-31404000,-8546000
ACT,202505,202505,FFHU,IVD,IMMUNO,95690000,62438000,-29484000,-3768000
ACT,202505,202505,FFNR,X線,CT,84430000,62746000,-8048000,-13636000
ACT,202505,202505,FFNR,X線,MR,15840000,-14080000,-10904000,-19016000
ACT,202505,202505,FFNR,X線,XR,68110000,35064000,-20616000,-12430000
ACT,202505,202505,FFNR,内視鏡,スコープ,67360000,47928000,-18368000,-1064000
ACT,202505,202505,FFNR,内視鏡,処置具,80220000,46622000,-21196000,-12402000
ACT,202505,202505,FFNR,内視鏡,本体・プロセッサー,24160000,11710000,-6912000,-5538000
ACT,202505,202505,FFNR,IVD,化学分析装置,86170000,63814000,-16252000,-6104000
ACT,202505,202505,FFNR,IVD,ドライケム,39220000,25266000,-9924000,-4030000
ACT,202505,202505,FFNR,IVD,IMMUNO,53440000,17322000,-22856000,-13262000
ACT,202505,202505,FFTR,X線,CT,35240000,12732000,-11340000,-11168000
ACT,202505,202505,FFTR,X線,MR,67280000,28470000,-25976000,-12834000
ACT,202505,202505,FFTR,X線,XR,35670000,3136000,-30148000,-2386000
ACT,202505,202505,FFTR,内視鏡,スコープ,2580000,-40202000,-30608000,-12174000
ACT,202505,202505,FFTR,内視鏡,処置具,63250000,26942000,-19228000,-17080000
ACT,202505,202505,FFTR,内視鏡,本体・プロセッサー,84250000,49258000,-32960000,-2032000
ACT,202505,202505,FFTR,IVD,化学分析装置,29240000,8128000,-3428000,-17684000
ACT,202505,202505,FFTR,IVD,ドライケム,39930000,-5286000,-27760000,-17456000
ACT,202505,202505,FFTR,IVD,IMMUNO,16960000,-12818000,-28444000,-1334000
ACT,202505,202505,FFME,X線,CT,80620000,70884000,-3640000,-6096000
ACT,202505,202505,FFME,X線,MR,36150000,-19394000,-36120000,-19424000
ACT,202505,202505,FFME,X線,XR,17530000,-25332000,-26732000,-16130000
ACT,202505,202505,FFME,内視鏡,スコープ,3730000,-39240000,-30728000,-12242000
ACT,202505,202505,FFME,内視鏡,処置具,40950000,22374000,-500000,-18076000
ACT,202505,202505,FFME,内視鏡,本体・プロセッサー,7020000,-12064000,-5072000,-14012000
ACT,202505,202505,FFME,IVD,化学分析装置,45240000,13878000,-29912000,-1450000
ACT,202505,202505,FFME,IVD,ドライケム,24190000,-8366000,-27356000,-5200000
ACT,202505,202505,FFME,IVD,IMMUNO,8080000,-4944000,-6608000,-6416000
ACT,202505,202505,FFPH,X線,CT,1440000,-31860000,-28232000,-5068000
ACT,202505,202505,FFPH,X線,MR,54190000,22400000,-20856000,-10934000
ACT,202505,202505,FFPH,X線,XR,77520000,41026000,-36004000,-490000
ACT,202505,202505,FFPH,内視鏡,スコープ,61220000,11908000,-29340000,-19972000
ACT,202505,202505,FFPH,内視鏡,処置具,98090000,69582000,-27968000,-540000
ACT,202505,202505,FFPH,内視鏡,本体・プロセッサー,41450000,-218000,-30388000,-11280000
ACT,202505,202505,FFPH,IVD,化学分析装置,24650000,12344000,-11820000,-486000
ACT,202505,202505,FFPH,IVD,ドライケム,6820000,-5310000,-1560000,-10570000
ACT,202505,202505,FFPH,IVD,IMMUNO,16340000,-27256000,-25364000,-18232000
ACT,202505,202505,FFOP,X線,CT,64310000,47558000,-9288000,-7464000
